,name,affiliation,time_start,time_end
0,Benson Schliesser,Brocade,2014-01-01 00:00:00+00:00,2015-06-15 19:13:23+00:00
1,Benson Schliesser,Juniper Networks,2012-07-01 00:00:00+00:00,2013-11-01 00:00:00+00:00
2,Benson Schliesser,Cisco Systems,2012-02-23 20:00:00+00:00,2012-06-01 00:00:00+00:00
3,Sam Aldrin,Google,2016-07-07 15:58:32+00:00,2024-10-11 15:02:34.667779+00:00
