,name,affiliation,time_start,time_end
0,Christopher A. Wood,Apple,2019-02-21 16:39:34+00:00,2020-04-01 00:00:00+00:00
1,Christopher A. Wood,"Cloudflare, Inc.",2020-04-01 00:00:00+00:00,2023-12-01 00:00:00+00:00
2,Sara Dickinson,Sinodun IT,2018-09-19 15:08:01+00:00,2024-10-11 15:02:35.347924+00:00
3,Shivan Kaul Sahib,Brave Software,2021-01-01 00:00:00+00:00,2024-10-11 15:02:35.347902+00:00
4,Shivan Kaul Sahib,Salesforce,2018-09-19 15:08:01+00:00,2021-01-01 00:00:00+00:00
