,name,affiliation,time_start,time_end
0,JP Vasseur,Cisco,2011-12-09 20:00:00+00:00,2017-06-22 11:23:55+00:00
1,Jonathan Hardwick,Metaswitch Networks,2015-10-06 21:42:22+00:00,2017-08-22 21:45:24+00:00
2,Adrian Farrel,IETF,2019-01-28 17:01:31+00:00,2019-04-01 13:07:54+00:00
3,Adrian Farrel,IETF,2019-01-28 17:01:31+00:00,2019-04-01 13:07:54+00:00
4,Dhruv Dhody,Huawei,2023-06-01 00:00:00+00:00,2025-03-14 16:04:02.747148+00:00
5,Julien Meuric,Orange,2011-12-09 20:00:00+00:00,2025-03-14 16:04:02.747044+00:00
