,name,affiliation,time_start,time_end
0,Pascal Thubert,Cisco,2014-10-02 16:10:49+00:00,2014-10-02 16:10:49+00:00
1,Erik Nordmark,Arista Networks,2014-11-07 14:21:35+00:00,2015-02-10 23:27:53+00:00
2,Jouni Korhonen,Broadcom Limited,2014-10-02 16:10:49+00:00,2015-02-10 23:27:53+00:00
3,Patricia Thaler,Broadcom Limited,2015-02-10 23:27:53+00:00,2017-12-01 18:42:43+00:00
4,János Farkas,Ericsson,2023-08-01 00:00:00+00:00,2024-10-11 15:02:34.257069+00:00
5,János Farkas,Avinty,2023-03-01 00:00:00+00:00,2023-07-01 00:00:00+00:00
6,János Farkas,INNObyte Hungary,2017-12-01 18:42:43+00:00,2023-03-01 00:00:00+00:00
7,Lou Berger,LabN Consulting LLC,2015-02-10 23:27:53+00:00,2024-10-11 15:02:34.257078+00:00
