,name,affiliation,time_start,time_end
0,Eric Rescorla,Mozilla,2013-07-01 00:00:00+00:00,2014-03-11 23:05:34+00:00
1,Sean Turner,International Electronic Communications Analysts (IECA),2014-03-11 23:05:34+00:00,2016-08-01 00:00:00+00:00
2,Sean Turner,sn3rd llc,2015-08-01 00:00:00+00:00,2024-12-05 15:28:19.454148+00:00
3,Sean Turner,International Electronic Communications Analysts (IECA),2014-03-11 23:05:34+00:00,2016-08-01 00:00:00+00:00
4,Sean Turner,sn3rd llc,2015-08-01 00:00:00+00:00,2024-12-05 15:28:19.454153+00:00
