,name,affiliation,time_start,time_end
0,Jana Iyengar,Fastly,2020-02-18 23:17:04+00:00,2020-04-22 17:27:40+00:00
1,Christopher A. Wood,Apple,2020-02-13 18:42:32+00:00,2020-04-01 00:00:00+00:00
2,Christopher A. Wood,Cloudflare,2020-04-01 00:00:00+00:00,2023-11-07 14:25:38+00:00
3,Dennis Jackson,Mozilla,2023-11-07 14:25:38+00:00,2025-04-11 13:46:02.985067+00:00
4,Eric Kinnear,Apple,2020-04-22 17:27:40+00:00,2025-04-11 13:46:02.985081+00:00
